NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
37	78.403	65.525	12.059	49.756	8.665	0.783	20000.0
38	78.222	65.367	12.04	49.728	4.524	0.782	30000.0
39	78.361	65.495	12.108	49.893	8.567	0.782	20000.0
40	78.228	65.427	12.044	49.753	12.613	0.782	50000.0
41	78.425	65.555	12.071	49.843	4.524	0.783	50000.0
42	78.48	65.64	12.113	49.945	16.658	0.781	30000.0
43	78.362	65.684	12.063	49.82	4.519	0.782	20000.0
44	78.488	65.772	12.056	49.845	6.545	0.782	20000.0
45	78.247	65.441	12.07	49.805	6.556	0.782	40000.0
46	78.216	65.547	12.045	49.748	6.538	0.782	40000.0
47	78.61	65.513	12.109	49.832	2.499	0.782	20000.0
48	78.285	65.302	12.086	49.721	12.61	0.783	20000.0
49	78.428	65.663	12.081	49.831	6.546	0.782	40000.0
50	78.175	65.171	12.049	49.688	4.521	0.784	50000.0
51	78.273	65.404	12.059	49.728	4.523	0.782	20000.0
52	78.273	65.562	12.039	49.649	8.558	0.783	60000.0
53	78.453	65.685	12.077	49.898	8.578	0.782	40000.0
54	78.363	65.405	12.12	49.831	8.559	0.782	20000.0
55	78.16	65.25	12.054	49.573	10.587	0.785	50000.0
56	78.264	65.576	12.063	49.77	8.574	0.782	40000.0
57	78.318	65.438	12.05	49.65	14.633	0.784	20000.0
58	78.467	65.622	12.071	49.712	6.602	0.784	30000.0
59	78.335	65.57	12.09	49.874	8.568	0.781	30000.0
60	79.118	66.639	12.099	50.488	2.516	0.778	60000.0
61	78.401	65.437	12.058	49.688	8.559	0.783	20000.0
62	78.844	66.543	11.995	50.337	14.64	0.778	20000.0
63	78.305	65.421	12.091	49.791	4.526	0.782	30000.0
64	78.158	65.399	12.068	49.747	12.612	0.783	20000.0
65	78.228	65.438	12.071	49.757	10.604	0.782	30000.0
66	78.534	65.504	12.098	49.814	6.542	0.783	40000.0
67	78.815	66.483	12.013	50.581	26.873	0.777	20000.0
68	78.441	65.487	12.099	49.869	22.725	0.782	20000.0
69	78.255	65.47	12.059	49.718	4.52	0.783	20000.0
70	78.274	65.477	12.059	49.74	12.611	0.782	20000.0
71	78.329	65.588	12.06	49.79	8.58	0.782	20000.0
72	78.239	65.237	12.063	49.674	6.543	0.783	30000.0
73	78.392	65.337	12.084	49.768	8.566	0.782	20000.0
74	78.439	65.695	12.088	49.894	12.612	0.781	40000.0
75	78.289	65.201	12.055	49.739	8.574	0.783	30000.0
76	78.342	65.41	12.093	49.8	6.544	0.782	30000.0
77	78.294	65.373	12.042	49.591	2.515	0.784	40000.0
78	78.273	65.507	12.059	49.754	8.565	0.783	50000.0
79	78.272	65.324	12.085	49.758	2.501	0.782	30000.0
80	78.075	65.337	12.022	49.53	10.594	0.785	20000.0
81	78.374	65.414	12.06	49.713	4.526	0.784	30000.0
82	78.432	65.786	12.075	49.885	10.593	0.782	40000.0
83	78.375	65.555	12.084	49.843	12.616	0.783	30000.0
84	78.293	65.545	12.067	49.809	4.523	0.781	40000.0
85	78.148	65.275	12.053	49.726	4.528	0.783	30000.0
86	79.006	66.712	12.0	50.329	18.683	0.777	30000.0
87	78.372	65.378	12.085	49.833	10.591	0.782	30000.0
88	78.462	65.438	12.08	49.719	2.496	0.783	40000.0
89	78.215	65.525	12.031	49.695	4.52	0.783	30000.0
90	78.497	65.739	12.085	49.867	4.541	0.781	20000.0
91	78.356	65.297	12.07	49.762	14.631	0.784	30000.0
92	78.128	65.278	12.027	49.713	12.614	0.782	40000.0
93	78.287	65.575	12.043	49.679	6.549	0.783	20000.0
94	78.15	65.445	12.049	49.658	10.589	0.783	70000.0
95	78.298	65.586	12.077	49.808	2.497	0.782	30000.0
96	78.431	65.647	12.073	49.782	0.489	0.782	20000.0
97	78.179	65.58	12.046	49.747	6.544	0.782	30000.0
98	78.613	65.661	12.119	49.865	8.569	0.781	20000.0
99	78.222	65.348	12.09	49.831	4.519	0.782	30000.0
100	78.433	65.465	12.091	49.8	10.585	0.783	30000.0
