NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
40	77.345	64.568	11.98	49.584	18.717	0.784	40000.0
41	76.711	64.496	11.713	49.197	16.765	0.788	50000.0
42	77.858	65.021	12.059	49.93	8.584	0.783	70000.0
43	77.626	64.891	12.003	49.74	12.622	0.782	50000.0
44	76.825	64.713	11.649	49.211	14.664	0.787	30000.0
45	76.732	64.466	11.694	49.053	24.751	0.788	60000.0
46	77.546	64.956	11.982	49.744	18.726	0.782	40000.0
47	78.022	64.933	12.09	49.887	22.739	0.782	50000.0
48	77.803	64.734	12.077	49.753	18.712	0.783	60000.0
49	76.715	64.386	11.675	48.922	8.616	0.79	60000.0
50	77.268	64.306	12.008	49.567	14.634	0.785	60000.0
51	76.564	64.324	11.685	49.069	8.607	0.788	60000.0
52	77.495	64.623	11.978	49.441	8.565	0.786	60000.0
53	76.817	64.667	11.685	49.273	8.623	0.787	60000.0
54	77.684	64.784	12.067	49.837	20.749	0.784	100000.0
55	76.542	64.207	11.637	48.96	10.63	0.791	50000.0
56	77.63	64.848	12.029	49.777	16.684	0.782	40000.0
57	76.95	64.518	11.802	49.187	26.772	0.788	40000.0
58	77.755	64.865	12.014	49.607	10.592	0.786	80000.0
59	77.605	64.836	12.027	49.819	6.553	0.783	60000.0
60	77.41	64.527	12.005	49.607	10.605	0.785	30000.0
61	76.754	64.311	11.698	49.01	18.679	0.789	60000.0
62	76.646	64.358	11.678	49.043	6.674	0.788	50000.0
63	77.666	64.639	12.044	49.664	22.794	0.785	50000.0
64	76.558	64.363	11.736	49.324	8.698	0.787	80000.0
65	77.473	64.96	11.982	49.64	24.749	0.783	60000.0
66	76.979	64.398	11.772	49.154	6.595	0.789	60000.0
67	76.476	64.157	11.692	49.198	14.661	0.788	40000.0
68	76.592	64.284	11.69	48.987	14.667	0.789	40000.0
69	77.383	64.633	12.013	49.632	22.73	0.784	50000.0
70	77.459	64.884	11.944	49.526	8.605	0.784	50000.0
71	76.53	64.496	11.656	49.143	2.514	0.787	40000.0
72	77.641	64.588	12.044	49.649	12.677	0.785	50000.0
73	77.988	64.809	12.103	49.865	14.64	0.783	30000.0
74	76.407	64.354	11.68	49.105	12.682	0.786	40000.0
75	76.72	64.159	11.702	49.107	18.722	0.787	30000.0
76	77.557	64.581	12.019	49.563	16.706	0.785	30000.0
77	76.914	64.662	11.726	49.324	4.521	0.787	70000.0
78	77.235	64.601	11.978	49.604	8.577	0.785	40000.0
79	76.625	64.443	11.723	49.191	12.664	0.787	40000.0
80	77.374	64.632	11.987	49.456	2.507	0.786	50000.0
81	77.575	64.559	11.997	49.557	18.698	0.786	30000.0
82	76.673	64.693	11.694	49.296	10.618	0.786	60000.0
83	76.644	64.45	11.676	49.132	16.689	0.788	40000.0
84	76.8	64.471	11.734	49.211	10.613	0.786	40000.0
85	76.504	64.459	11.713	49.445	2.506	0.786	60000.0
86	77.337	64.613	11.957	49.41	12.646	0.787	40000.0
87	76.568	64.28	11.682	49.106	6.579	0.788	50000.0
88	76.763	64.381	11.684	49.028	20.708	0.789	90000.0
89	76.528	64.479	11.62	48.913	6.611	0.789	50000.0
90	76.587	64.394	11.68	49.044	2.574	0.786	80000.0
91	77.505	64.645	12.016	49.772	14.666	0.785	50000.0
92	76.518	64.298	11.677	49.075	4.543	0.789	30000.0
93	77.778	64.913	12.021	49.671	12.631	0.784	80000.0
94	77.558	64.743	12.052	49.67	18.687	0.784	40000.0
95	77.354	64.838	11.993	49.662	12.612	0.784	50000.0
96	77.467	64.698	12.004	49.6	10.594	0.784	40000.0
97	76.486	64.42	11.649	49.055	6.565	0.788	30000.0
98	77.831	65.043	12.064	49.716	18.68	0.783	40000.0
99	76.501	64.431	11.656	49.022	20.718	0.789	30000.0
100	76.766	64.286	11.742	49.169	8.599	0.788	30000.0
